Publisher,Regional Preference/Origin Location,Website,Subjects,Genre,No. of Books Published (last 5 yrs),Max. Publications' Year,Max. Publications' Season,Manuscript Needed (Y/N),Chapters Needed (Y/N),requires_agent,peer_reviewed,proposal_required,academic_focus,religious_focus,in_house,open_calls,Miscellaneous Submission Requirements,Promotion Channels,Titles/Industry Recognitions
Sleeping Bear Press,"Detroit, US",www.sleepingbearpress.com,"Picture Book, Middle Grade, Diverse Literature, LGBTQ+, BIPOC, and Children's",Multi,600,2024,Fall,Y,Y,N,N,N,N,None,N,N,Focus on children’s with inclusive stories; see site for submission guidelines,"School/library marketing, direct sales, children’s fairs, social media",Known for popular “alphabet” state series and diversity focus
Faithwords,"Nashville, US",www.faithwords.com ,"Christian, Religion & Spirituality, Diverse Literature, Fiction, Nonfiction, and Children's",Multi,200,2020,Summer,Y,N,Y,N,N,N,Christian,N,N,"Hachette Christian line, agented or known authors typically","Church networks, library distribution, Christian retailers",Publishes bestselling Christian authors
The Upper Room,"Nashville, US",www.jkp.com,"Christian, Nonfiction, and Children's",Multi,100,2019,Spring,Y,Y,N,N,N,N,None,N,N,"Known for The Upper Room devotional, open to faith-based proposals","Methodist church networks, direct marketing, library distribution",Global ecumenical publisher of devotionals & ministry resources
Jessica Kingsley Publishers,"Philadelphia, US",www.literarywanderlust.com,"Medical, Psychology, Health & Wellbeing, Comics & Graphic Novels, Diverse Literature, LGBTQ+, BIPOC, Nonfiction, and Children's",Multi,700,2023,Winter,Y,Y,N,N,Y,N,None,N,N,"Focus on mental health, autism, social care; welcomes proposals from specialists","Academic/professional distribution, library channels, social media",Renowned for resources on autism spectrum & special education
Literary Wanderlust,"Denver, US",https://www.literarywanderlust.com/,"LGBTQ+, Romance, Women's Fiction, Young Adult, Fantasy, and Fiction",Multi,500,2019,Fall,Y,Y,N,N,N,N,None,N,Y,Open calls for romance/YA & genre crossovers; see site,"Online marketing, library distribution, indie bookstore signings",Indie press championing new authors in romance/fantasy
Arbordale Publishing,"Charleston, US",www.arbordalepublishing.com,"Picture Book, Environmental, and Children's",Multi,4000,2022,Winter,Y,Y,N,N,N,N,None,N,N,Science/nature-based children’s picture books; see submission guidelines,"School adoption, library distribution, educational conferences, e-learning tie-ins",Award-winning STEM children’s publisher emphasizing fun facts
"Mary Ann Liebert, Inc.","New York City, US",www.liebertpub.com,"Medical, Environmental, Law, Academic, and Nonfiction",Multi,250,2019,Fall,Y,Y,N,Y,Y,Y,None,N,N,"Peer-reviewed journals in biotech, medicine, environment; proposals from experts","Institutional library channels, conferences, specialized marketing",Highly regarded in cutting-edge medical/health fields
Amana Publications,"Washington DC, US",www.amanapub.com,Islam and Nonfiction,Islam and Nonfiction,200,2022,Fall,Y,Y,N,N,N,N,Islamic,N,N,"Publishes Quran translations, Islamic theology, see site for proposals","Mosque networks, library distribution, Muslim community events",Founded to promote moderate Islamic thought & resources
Africa World Press & The Red Sea Press,"New York City, US",www.africaworldpressbooks.com,"African-American, Math & Science, Art, Architecture, History, Biographies & Memoirs, Health & Wellbeing, History, Religion & Spirituality, BIPOC, Diverse Literature, and Nonfiction",Multi,150,2023,Spring,Y,Y,N,N,N,N,None,N,N,"Focus on African diaspora scholarship & global issues, see site","Academic conferences, library distribution, diaspora events","Prominent in African, African-American, Caribbean studies"
Lyrical Press,"New York City, US",www.lyricalpress.com,"Romance, Thriller & Suspense, Historical Fiction, Women's Fiction, Mystery & Crime, Urban Fiction, Diverse Literature, LGBTQ+, BIPOC, Fiction, and Novella",Multi,1500,2022,Summer,Y,Y,N,N,N,N,None,N,Y,Kensington’s digital-first line; open calls for romance & urban subgenres,"Online romance marketing, e-book retailers, library channels",Popular platform for discovering new romance writers
Aperture,"New York City, US",aperture.org,Photography and Nonfiction,Photography and Nonfiction,500,2019,Summer,Y,N,N,N,N,N,None,N,Y,"Nonprofit photography publisher/magazine; curated list, minimal open calls","Museum stores, photography galleries, library distribution",Iconic photography foundation with high-quality art books
Forest Avenue Press,"Portland, US",forestavenuepress.com,"Literary Fiction, Biographies & Memoirs, Fiction, and Nonfiction",Multi,500,2020,Summer,Y,Y,N,N,N,N,None,N,N,Reading windows posted for literary novels & memoirs; see site,"Lit festivals, small press distribution, local bookstore events",Indie press supporting Pacific NW authors & beyond
Wayne State University Press,"Detroit, US",wsupress.wayne.edu,"Academic, Art, Education & Reference, History, African-American, Biographies & Memoirs, Narrative Nonfiction, Environmental, Math & Science, Health & Wellbeing, Medical, Humor, Sports & Outdoors, True Crime, Middle Grade, Young Adult, Urban Fiction, Diverse Literature, BIPOC, Nonfiction, Fiction, Poetry, and Children's",Multi,150,2022,Summer,Y,N,N,Y,N,Y,None,N,N,Peer-reviewed academic lines & trade for regional Detroit topics; see site,"Academic distribution, library channels, Michigan/regional events",Major university press with a strong urban/African-American focus
Princeton University Press,"Princeton, US",press.princeton.edu,"Math & Science, Education & Reference, Academic, Law, Business, Art, Architecture, Travel, History, Environmental, Politics, Religion & Spirituality, Law, Diverse Literature, and Nonfiction",Multi,100,2024,Fall,Y,N,N,Y,Y,Y,None,N,N,Peer-reviewed academic press; proposals from scholars in many disciplines,"Academic conferences, library distribution, global marketing",Prestigious monograph & trade nonfiction publisher with wide acclaim
City Lights Publishers,"San Francisco, US",www.citylights.com,"Biographies & Memoirs, Literary Fiction, LGBTQ+, Politics, Women's Fiction, Travel, African-American, Diverse Literature, BIPOC, Fiction, Nonfiction, Poetry, and Short Story",Multi,300,2023,Spring,Y,Y,N,N,N,N,None,N,N,"Historic Beat-era publisher, open reading calls occasionally; see site","City Lights Bookstore synergy, activism networks, library distribution","Iconic counterculture press (Ginsberg, Ferlinghetti, etc.)"
Dramatic Publishing Company,"Chicago, US",www.dramaticpublishing.com,Screenplays and Fiction,Screenplays and Fiction,500,2022,Fall,Y,Y,N,N,N,N,None,N,N,Publishes plays/musicals for educational & community theatre; see site,"Theatre educators, drama clubs, library licensing, conference presence",Major script licensor for K-12/college drama
Herald Press,"Independence, US",heraldpress.com,Christian and Nonfiction,Christian and Nonfiction,250,2021,Spring,Y,N,N,N,N,N,Spiritual,N,N,"Mennonite/Anabaptist perspective, see guidelines for theology/spiritual living","Mennonite church channels, library distribution, direct marketing",Arm of Mennonite Church USA/Canada
Revell,"Detroit, US",www.revellbooks.com,Christian and Fiction,Christian and Fiction,200,2020,Spring,Y,Y,Y,N,N,N,Christian,N,N,"Baker Publishing Group imprint for Christian fiction, usually agented","Christian bookstore distribution, library marketing, church events",Well-known for Christian romance & historical fiction
Royalty Publishing House,"Atlanta, US",www.royaltypublishinghouse.com,"Urban Fiction, Romance, African-American, Diverse Literature, BIPOC, and Fiction",Multi,150,2023,Fall,Y,N,N,N,N,N,None,N,Y,"Open calls for gritty urban romance, see site for guidelines","Urban lit fairs, black bookstores, library distribution, strong social media",Leading imprint in street-lit romance subgenre
Tyndale House,"Chicago, US",www.tyndale.com,"Christian, Nonfiction, Fiction, and Children's",Multi,1500,2019,Fall,Y,N,Y,N,N,N,Evangelical,N,N,"Major evangelical publisher (Left Behind series, etc.); typically agented or known authors","Church retail, library distribution, wide marketing channels",One of largest independent Christian publishers
Good2Go Publishing,"New York City, US",www.good2gopublishing.com,"Urban Fiction, African-American, and Fiction",Multi,150,2024,Fall,Y,Y,N,N,N,N,None,N,Y,"Street-lit imprint, open calls posted on site; see guidelines","Urban community events, library distribution, black bookstores, social media",Fast-growing street-lit press
Immedium,"San Francisco, US",www.immedium.com,"Picture Book, Diverse Literature, BIPOC, and Children's",Multi,100,2024,Fall,Y,Y,N,N,N,N,None,N,Y,Focus on multicultural children’s picture books; see site for submission windows,"School/library marketing, local events, online presence",Acclaimed for inclusive kids’ stories with Asian-American focus
Agate Surrey,"Chicago, US",www.agatesurrey.com,"Cookbook, Health & Wellbeing, and Nonfiction",Multi,200,2020,Summer,Y,Y,N,N,N,N,None,N,N,Imprint of Agate focusing on cooking & wellness topics; see site,"Retail distribution, library channels, specialty shops, local markets",Known for regionally focused cookbooks & health guides
University of Illinois Press,"Chicago, US",press.uillinois.edu,"African-American, Jewish Literature, Architecture, Art, Business, Environmental, History, Humor, Law, Math & Science, Photography, Religion & Spirituality, Sports & Outdoors, Diverse Literature, BIPOC, and Nonfiction",Multi,100,2019,Summer,Y,N,N,Y,N,Y,None,N,N,"Peer-reviewed academic press, strong in African-American & cultural studies","Library distribution, academic conferences, specialized marketing","Renowned for jazz, labor history, & black studies titles"
Dark Regions Press,"Portland, US",www.darkregions.com,"Horror, Fantasy, Science Fiction, and Fiction",Multi,300,2024,Summer,Y,Y,N,N,N,N,None,N,Y,Small press specializing in horror/dark fantasy; open calls for anthologies,"Horror cons, collectors’ editions, library distribution, direct marketing",Award-winning for specialty horror collectors’ books
Sunbury Press Books,"Philadelphia, US",www.sunburypress.com,"Self-Help, History, Biographies & Memoirs, Historical Fiction, Horror, Mystery & Crime, Thriller & Suspense, Art, Sports & Outdoors, Politics, Religion & Spirituality, Action & Adventure, Fantasy, Literary Fiction, Science Fiction, Education & Reference, Nonfiction, and Fiction",Multi,200,2023,Summer,Y,N,N,N,N,N,None,N,N,"Wide range of genre & nonfiction, see site for guidelines","Online marketing, indie bookstore distribution, library channels",Pennsylvania-based press with multiple imprints
Supposed Crimes,"Raleigh, US",www.supposedcrimes.com,"LGBTQ+, Action & Adventure, Horror, Science Fiction, Fantasy, Westerns, Diverse Literature, and Fiction",Multi,200,2023,Spring,Y,N,N,N,N,N,None,N,N,Focus on queer genre fiction; open reading calls posted,"Online communities, library distribution, niche con presence","Indie supporting LGBTQ+ voices in action, horror, SFF"
Salaam Reads,"New York City, US",www.salaamreads.com,Islam and Children's,Islam and Children's,600,2024,Spring,Y,Y,Y,N,N,N,Islamic,N,N,Simon & Schuster imprint highlighting Muslim children’s books; typically agented,"Library marketing, mosque networks, children’s fairs, social media",Celebrates diverse Muslim experiences in children’s/YA lit
Shalako Press,"San Francisco, US",www.shalakopress.com,Westerns and Fiction,Westerns and Fiction,400,2019,Summer,Y,Y,N,N,N,N,None,N,Y,Small press specializing in historical/modern westerns; open calls occasionally,"Western fan events, library distribution, local store marketing",Regional imprint for cowboy/western stories
Gibbs Smith,"Salt Lake City, US",www.gibbssmith.com,"Picture Book, Architecture, DIY, Cookbook, Art, Humor, Education & Reference, Children's, and Nonfiction",Multi,400,2019,Winter,Y,Y,N,N,N,N,None,N,N,"Design-forward lifestyle & children’s publisher, see site for proposals","Gift shops, library distribution, direct marketing, local events","Known for local/regional themes, children’s picture books, and design/cooking"
Houghton Mifflin Harcourt,"Boston, US",www.hmhco.com,"Education & Reference, Picture Book, Young Adult, Middle Grade, Nonfiction, Poetry, and Children's",Multi,300,2020,Summer,Y,N,Y,N,N,N,None,N,N,Big educational & trade lines; typically agented for trade children’s,"School adoption, library marketing, wide retail presence",Part of HarperCollins now; storied children’s imprint (HMH Books for Young Readers)
Sophia Institute Press,"Nashua, US",www.sophiainstitute.com,Catholic and Nonfiction,Catholic and Nonfiction,700,2020,Winter,Y,Y,N,N,N,N,Catholic,N,N,Focus on Catholic apologetics/spiritual living; see site for proposals,"Church channels, library distribution, Catholic retailers",Provides Catholic theology & devotional materials
City Owl Press,"New York City, US",www.cityowlpress.com,"Romance, Diverse Literature, LGBTQ+, and Fiction",Multi,500,2021,Summer,Y,N,N,N,N,N,None,N,Y,Open calls for romance & spec romance; see site for reading windows,"Romance cons, e-book marketing, social media, library distribution",Small press pushing new authors in romance & fantasy
Pioneer Drama,"Denver, US",www.pioneerdrama.com,"Screenplays, Fiction, and Children's",Multi,300,2021,Summer,Y,N,N,N,N,N,None,N,N,"K-12 plays & musicals, see site for submission guidelines","School theatre networks, drama clubs, library licensing, conferences",A leader in educational theatre scripts
